"nom_complet","cd_ref","id_rang","regne","group1_inpn","group2_inpn","classe","ordre","famille","premiere_obs_commune","derniere_obs_commune","nbre_observations_commune"
"Cosmarium meneghinii Bréb. ex Ralfs, 1848",73852,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,1
"Cosmarium orthostichum var. pumilum P.Lundell, 1871",649039,VAR,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,1
"Cosmarium plicatum Reinsch, 1867",649053,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,4
"Cosmarium porteanum W.Archer, 1860",650142,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,3
"Cosmarium pseudarctoum Nordst., 1879",73879,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,1
"Cosmarium punctulatum Bréb., 1856",73887,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,1
"Cosmarium rectangulare var. cambrense (W.B.Turner) West & G.S.West, 1896",650185,VAR,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,1
"Cosmarium regnellii var. minimum Eichler & Gutw., 1894",650190,VAR,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,3
"Cosmarium regnellii var. regnellii Wille, 1884",720973,VAR,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,3
"Cosmarium sexangulare P.Lundell, 1871",625839,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,3
Cosmarium sportella var. subnudum W. & G. s. West,73913,VAR,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,1
Cosmarium subquadratum Nordst.,73918,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,3
Cosmarium undulatum var. minutum Wittr.,73933,VAR,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,2
"Euastrum ansatum Ehrenb.ex Ralfs, 1848",74070,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,4
"Euastrum elegans Ralfs, 1848",74084,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,4
Euastrum gayanum De toni,74086,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,1
"Euastrum oblongum Ralfs, 1848",74098,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,4
"Euastrum spetsbergense (Nordst.) Krieger, 1937",884098,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,1
"Hyalotheca dissiliens Bréb. ex Ralfs, 1848",74203,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,4
"Micrasterias papillifera Bréb. ex Ralfs, 1848",74260,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,2
Micrasterias thomasiana var. notata (Nordst.) Gronbl,74267,VAR,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,1
"Pleurotaenium ehrenbergii (Ralfs) Delponte, 1877",74511,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,4
"Spondylosium planum (Wolle) West & G.S.West, 1912",73131,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,3
"Staurastrum forficulatum P.Lundell, 1871",74946,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,1
"Staurastrum hexacerum Ehrenb.ex Wittrock, 1872",74963,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,1
"Staurastrum hirsutum Ehrenberg ex Ralfs, 1848",74964,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,1
"Staurastrum meriani Reinsch, 1866",74973,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,1
"Staurastrum orbiculare Menegh. ex Ralfs, 1848",74979,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,5
"Staurastrum pilosum Bréb., 1856",835297,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,3
"Staurastrum punctulatum Bréb., 1848",74995,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,2
"Staurastrum spongiosum Bréb. ex Ralfs, 1848",75008,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,3
"Staurastrum subbrebissonii Schmidle, 1894",652112,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,3
"Staurastrum teliferum Ralfs, 1848",75010,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,4
"Staurastrum tetracerum Ralfs ex Ralfs, 1848",75011,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,3
"Staurodesmus convergens (Ehrenberg ex Ralfs) S.Lilleroth, 1950",627036,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,1
"Staurodesmus cuspidatus (Bréb.) Teiling, 1967",627039,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,4
"Staurodesmus dejectus (Bréb.) Teiling, 1967",75021,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,4
"Staurodesmus dejectus var. apiculatus (Bréb.) Croasdale, 1957",795813,VAR,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,3
"Staurodesmus mamillatus var. maximus (West) Teiling, 1967",851046,VAR,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,3
"Staurodesmus omearae (W.Archer) Teiling, 1948",652188,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,4
"Staurodesmus patens (Nordst.) Croasdale, 1957",75025,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,4
"Teilingia granulata (J.Roy & Bisset) Bourr., 1964",70587,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,3
"Tetmemorus granulatus Bréb. ex Ralfs, 1848",70592,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,2
"Tetmemorus laevis (Kutz.) Ralfs, 1848",70595,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,1
"Gonatozygon brebissonii De Bary, 1858",74164,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Peniaceae,2012-07-16,2012-07-19,1
"Gonatozygon monotaenium var. pilosellum Nordst., 1886",650686,VAR,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Peniaceae,2012-07-16,2012-07-19,3
"Cylindrocystis brebissonii (Ralfs) De Bary, 1858",73963,ES,Plantae,Autres,Algues vertes,Zygnematophyceae,Zygnematales,Mesotaeniaceae,2012-07-16,2012-07-19,2
"Netrium digitus (Bréb. ex Ralfs) Itzigs. & Rothe, 1856",74324,ES,Plantae,Autres,Algues vertes,Zygnematophyceae,Zygnematales,Mesotaeniaceae,2012-07-16,2012-07-19,4
"Netrium digitus var. latum Hustedt, 1911",720037,VAR,Plantae,Autres,Algues vertes,Zygnematophyceae,Zygnematales,Mesotaeniaceae,2012-07-16,2012-07-19,3
Netrium oblongum (De bary) Lutkem.,74330,ES,Plantae,Autres,Algues vertes,Zygnematophyceae,Zygnematales,Mesotaeniaceae,2012-07-16,2012-07-19,1
"Barbilophozia barbata (Schmidel ex Schreb.) Loeske, 1907",6314,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Jungermanniales,Anastrophyllaceae,1910-07-29,2014-07-28,4
"Barbilophozia hatcheri (A.Evans) Loeske, 1907",6317,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Jungermanniales,Anastrophyllaceae,1972-01-01,2016-08-11,7
"Barbilophozia lycopodioides (Wallr.) Loeske, 1907",6319,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Jungermanniales,Anastrophyllaceae,1910-07-29,1981-07-13,6
"Barbilophozia sudetica (Nees & Huebener) L.Söderstr., De Roo & Hedd., 2010",786424,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Jungermanniales,Anastrophyllaceae,1972-01-01,1972-12-31,2
"Anthelia juratzkana (Limpr.) Trevis., 1877",6605,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Jungermanniales,Antheliaceae,2016-08-11,2017-08-18,42
"Gymnomitrion concinnatum (Lightf.) Corda, 1830",6428,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Jungermanniales,Gymnomitriaceae,1972-01-01,1973-12-31,2
"Marsupella emarginata (Ehrh.) Dumort., 1835",6446,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Jungermanniales,Gymnomitriaceae,2014-07-25,2016-08-11,6
"Mesoptychia bantriensis (Hook.) L.Söderstr. & Váňa, 2012",786443,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Jungermanniales,Jungermanniaceae,1973-12-31,1973-12-31,2
"Mesoptychia turbinata (Raddi) L.Söderstr. & Váňa, 2012",786444,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Jungermanniales,Jungermanniaceae,1910-07-29,1910-07-29,1
"Lophocolea heterophylla (Schrad.) Dumort., 1835",6495,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Jungermanniales,Lophocoleaceae,2019-06-04,2019-06-04,2
"Lophocolea minor Nees, 1836",6500,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Jungermanniales,Lophocoleaceae,1910-07-29,1910-07-29,1
"Lophozia wenzelii (Nees) Steph., 1901",6365,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Jungermanniales,Lophoziaceae,2017-08-18,2017-08-18,12
"Tritomaria scitula (Taylor) Jörg., 1921",6374,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Jungermanniales,Lophoziaceae,2014-07-28,2014-07-28,1
"Plagiochila porelloides (Torr. ex Nees) Lindenb., 1840",6474,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Jungermanniales,Plagiochilaceae,1981-07-13,1981-07-13,2
"Blepharostoma trichophyllum (L.) Dumort., 1835",6645,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Jungermanniales,Pseudolepicoleaceae,1973-12-31,2019-06-04,3
"Diplophyllum taxifolium (Wahlenb.) Dumort., 1835",6508,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Jungermanniales,Scapaniaceae,2016-08-11,2016-08-11,2
"Scapania curta (Mart.) Dumort., 1835",6519,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Jungermanniales,Scapaniaceae,1910-07-29,1910-07-29,1
"Scapania irrigua (Nees) Nees, 1844",6525,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Jungermanniales,Scapaniaceae,2016-08-11,2016-08-11,2
"Solenostoma hyalinum (Lyell) Mitt., 1870",6392,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Jungermanniales,Solenostomataceae,2016-08-11,2016-08-11,2
Asterella lindenbergiana (Corda ex Nees) Arnell,6148,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Marchantiales,Aytoniaceae,1972-01-01,1973-12-31,2
Marchantia polymorpha subsp. montivagans Bischl. & Boisselier,786516,SSES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Marchantiales,Marchantiaceae,2018-08-08,2018-08-08,1
Metzgeria furcata (L.) Dumort.,6246,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Metzgeriales,Metzgeriaceae,1981-07-13,1981-07-13,2
"Porella cordaeana (Huebener) Moore, 1876",6665,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Porellales,Porellaceae,1981-07-13,1981-07-13,2
"Radula complanata (L.) Dumort., 1831",6657,ES,Plantae,Bryophytes,Hépatiques et Anthocérotes,Equisetopsida,Porellales,Radulaceae,1981-07-13,1981-07-13,2
"Andreaea rupestris Hedw., 1801",6834,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Andreaeales,Andreaeaceae,2014-07-28,2014-07-28,1
"Bartramia ithyphylla Brid., 1803",4977,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Bartramiales,Bartramiaceae,1972-01-01,2016-08-11,11
"Philonotis calcarea (Bruch & Schimp.) Schimp., 1856",4988,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Bartramiales,Bartramiaceae,1910-07-29,2014-07-28,2
"Philonotis seriata Mitt., 1859",4992,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Bartramiales,Bartramiaceae,1970-01-01,2020-07-29,12
"Plagiopus oederianus (Sw.) H.A.Crum & L.E.Anderson, 1981",434313,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Bartramiales,Bartramiaceae,1970-01-01,1972-12-31,1
"Anomobryum concinnatum (Spruce) Lindb., 1861",5706,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Bryales,Bryaceae,1911-01-01,1914-12-31,2
"Bryum argenteum Hedw., 1801",5715,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Bryales,Bryaceae,2014-07-02,2014-07-02,4
"Bryum elegans Nees, 1827",5738,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Bryales,Bryaceae,1970-01-01,1972-12-31,1
"Imbribryum alpinum (Huds. ex With.) N.Pedersen, 2005",435975,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Bryales,Bryaceae,1972-01-01,1973-12-31,2
"Ptychostomum capillare (Hedw.) Holyoak & N.Pedersen, 2007",770937,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Bryales,Bryaceae,1970-01-01,1973-12-31,2
"Ptychostomum imbricatulum (Müll.Hal.) Holyoak & N.Pedersen, 2007",770935,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Bryales,Bryaceae,1972-01-01,1973-12-31,2
"Ptychostomum pallens (Sw.) J.R.Spence, 2005",786468,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Bryales,Bryaceae,1973-12-31,1973-12-31,1
"Ptychostomum pseudotriquetrum (Hedw.) J.R.Spence & H.P.Ramsay ex Holyoak & N.Pedersen, 2007",770929,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Bryales,Bryaceae,1910-07-29,1972-12-31,2
"Mnium lycopodioides Schwägr., 1826",4916,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Bryales,Mniaceae,1970-01-01,1972-12-31,1
"Mnium spinosum (Voit) Schwägr., 1816",4924,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Bryales,Mniaceae,1981-07-13,1981-07-13,4
"Mnium stellare Hedw., 1801",4926,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Bryales,Mniaceae,1981-07-13,1981-07-13,2
"Plagiomnium undulatum (Hedw.) T.J.Kop., 1968",4946,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Bryales,Mniaceae,2019-06-04,2019-06-04,2
"Pohlia cruda (Hedw.) Lindb., 1879",4887,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Bryales,Mniaceae,1972-01-01,2019-06-04,6
"Pohlia obtusifolia (Vill. ex Brid.) L.F.Koch, 1950",4897,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Bryales,Mniaceae,2017-08-18,2017-08-18,34
"Rhizomnium magnifolium (Horik.) T.J.Kop., 1973",4950,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Bryales,Mniaceae,2014-07-25,2016-08-11,5
"Rhizomnium punctatum (Hedw.) T.J.Kop., 1968",4952,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Bryales,Mniaceae,1981-07-13,1981-07-13,2
Buxbaumia viridis (Moug. ex Lam. & DC.) Brid. ex Moug. & Nestl.,3885,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Buxbaumiales,Buxbaumiaceae,2012-06-07,2020-09-02,9
"Dicranella subulata (Hedw.) Schimp., 1856",4725,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Dicranales,Dicranaceae,1972-12-31,1972-12-31,1
Dicranum fuscescens Sm.,4747,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Dicranales,Dicranaceae,1973-12-31,1973-12-31,2
"Dicranum muehlenbeckii Bruch & Schimp., 1847",4751,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Dicranales,Dicranaceae,1910-07-29,1910-07-29,1
"Dicranum scoparium Hedw., 1801",4754,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Dicranales,Dicranaceae,1970-01-01,2020-09-02,19
"Dicranum tauricum Sapjegin, 1911",4784,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Dicranales,Dicranaceae,1910-07-29,1910-07-29,1
"Paraleucobryum enerve (Thed.) Loeske, 1908",4786,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Dicranales,Dicranaceae,1972-01-01,1973-12-31,2
"Distichium capillaceum (Hedw.) Bruch & Schimp., 1846",4808,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Dicranales,Distichiaceae,1970-01-01,2016-08-11,5
"Ceratodon purpureus (Hedw.) Brid., 1826",4802,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Dicranales,Ditrichaceae,2014-07-28,2014-07-28,1
"Ditrichum flexicaule (Schwägr.) Hampe, 1867",4815,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Dicranales,Ditrichaceae,1970-01-01,1972-12-31,1
"Saelania glaucescens (Hedw.) Broth., 1894",4835,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Dicranales,Ditrichaceae,1911-01-01,2014-07-28,2
"Dichodontium palustre (Dicks.) M.Stech, 1999",434112,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Dicranales,Rhabdoweisiaceae,2014-07-25,2018-08-07,6
"Hymenoloma crispulum (Hedw.) Ochyra, 2003",435710,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Dicranales,Rhabdoweisiaceae,1972-01-01,2016-08-11,9
"Diphyscium foliosum (Hedw.) D.Mohr, 1803",3888,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Diphysciales,Diphysciaceae,1972-01-01,1973-12-31,2
"Encalypta ciliata Hedw., 1801",4846,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Encalyptales,Encalyptaceae,1910-07-29,1910-07-29,1
"Encalypta rhaptocarpa Schwägr., 1811",4849,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Encalyptales,Encalyptaceae,1927-01-01,1927-12-31,1
"Encalypta streptocarpa Hedw., 1801",4851,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Encalyptales,Encalyptaceae,1970-01-01,2014-07-02,3
"Funaria hygrometrica Hedw., 1801",5650,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Funariales,Funariaceae,1910-07-29,1973-12-31,3
"Grimmia elatior Bruch ex Bals.-Criv. & De Not., 1838",5534,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Grimmiales,Grimmiaceae,1970-01-01,1981-07-13,5
"Grimmia funalis (Schwägr.) Bruch & Schimp., 1845",5537,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Grimmiales,Grimmiaceae,2014-07-28,2014-07-28,1
"Grimmia hartmanii Schimp., 1860",5538,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Grimmiales,Grimmiaceae,1981-07-13,1981-07-13,2
"Grimmia pulvinata (Hedw.) Sm., 1807",5554,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Grimmiales,Grimmiaceae,1970-01-01,2014-07-28,3
Grimmia reflexidens Müll.Hal.,434021,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Grimmiales,Grimmiaceae,1981-07-13,1981-07-13,2
"Racomitrium canescens (Hedw.) Brid., 1819",5574,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Grimmiales,Grimmiaceae,1972-01-01,1981-07-13,6
"Racomitrium macounii subsp. alpinum (E.Lawton) Frisvoll, 1988",434540,SSES,Plantae,Bryophytes,Mousses,Equisetopsida,Grimmiales,Grimmiaceae,1981-07-08,1981-07-08,1
Schistidium dupretii (Thér.) W.A.Weber,434041,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Grimmiales,Grimmiaceae,2014-07-28,2014-07-28,1
"Blindia acuta (Hedw.) Bruch & Schimp., 1846",5600,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Grimmiales,Seligeriaceae,2014-07-28,2014-07-28,1
"Campylium protensum (Brid.) Kindb., 1894",5491,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Amblystegiaceae,2014-07-28,2014-07-28,1
Campylium stellatum (Hedw.) Lange & C.E.O.Jensen,5494,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Amblystegiaceae,1970-01-01,2020-07-29,2
"Hygrohypnum duriusculum (De Not.) D.W.Jamieson, 1980",5793,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Amblystegiaceae,2005-09-13,2005-09-13,1
"Palustriella commutata (Hedw.) Ochyra, 1989",6096,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Amblystegiaceae,1910-07-29,1972-12-31,2
"Palustriella falcata (Brid.) Hedenäs, 1992",434393,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Amblystegiaceae,1910-07-29,1910-07-29,1
"Sanionia uncinata (Hedw.) Loeske, 1907",5786,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Amblystegiaceae,1972-01-01,2017-08-18,33
"Brachytheciastrum olympicum (Jur.) Vanderp., Ignatov, Huttunen & Goffinet, 2005",434463,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Brachytheciaceae,1972-12-31,1972-12-31,1
"Brachytheciastrum velutinum (Hedw.) Ignatov & Huttunen, 2002",434466,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Brachytheciaceae,1910-07-29,1981-07-13,6
"Brachythecium glareosum (Bruch ex Spruce) Schimp., 1853",5816,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Brachytheciaceae,1970-01-01,1972-12-31,3
"Cirriphyllum crassinervium (Taylor) Loeske & M.Fleisch., 1907",5847,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Brachytheciaceae,2014-07-28,2014-07-28,1
"Eurhynchium angustirete (Broth.) T.J.Kop., 1967",5844,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Brachytheciaceae,2012-06-27,2019-06-04,4
"Homalothecium lutescens (Hedw.) H.Rob., 1962",5878,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Brachytheciaceae,1970-01-01,1972-12-31,1
"Homalothecium philippeanum (Spruce) Schimp., 1851",5881,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Brachytheciaceae,1970-01-01,1972-12-31,2
"Homalothecium sericeum (Hedw.) Schimp., 1851",5882,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Brachytheciaceae,1970-01-01,1972-12-31,1
"Pseudoscleropodium purum (Hedw.) M.Fleisch., 1923",5922,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Brachytheciaceae,1970-01-01,2014-08-22,3
"Sciuro-hypnum glaciale (Schimp.) Ignatov & Huttunen, 2002",434446,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Brachytheciaceae,1972-01-01,1973-12-31,3
"Sciuro-hypnum plumosum (Hedw.) Ignatov & Huttunen, 2002",434450,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Brachytheciaceae,2014-07-28,2014-07-28,1
"Sciuro-hypnum starkei (Brid.) Ignatov & Huttunen, 2002",434453,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Brachytheciaceae,1972-01-01,1973-12-31,3
"Sarmentypnum exannulatum (Schimp.) Hedenäs, 2006",718804,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Calliergonaceae,1970-01-01,2018-08-07,7
"Scorpidium cossonii (Schimp.) Hedenäs, 1989",434405,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Calliergonaceae,2018-08-07,2018-08-07,2
"Scorpidium scorpioides (Hedw.) Limpr., 1899",5802,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Calliergonaceae,2014-07-28,2014-07-28,1
"Straminergon stramineum (Dicks. ex Brid.) Hedenäs, 1993",434407,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Calliergonaceae,2014-07-25,2018-08-07,8
"Climacium dendroides (Hedw.) F.Weber & D.Mohr, 1804",5093,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Climaciaceae,1910-07-29,1981-07-13,3
"Fontinalis antipyretica Hedw., 1801",5084,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Fontinalaceae,2018-08-10,2018-08-10,1
"Ctenidium molluscum (Hedw.) Mitt., 1869",5998,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Hylocomiaceae,1970-01-01,2014-07-02,3
"Hylocomium splendens (Hedw.) Schimp., 1852",6013,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Hylocomiaceae,1970-01-01,2020-09-02,23
"Pleurozium schreberi (Willd. ex Brid.) Mitt., 1869",6101,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Hylocomiaceae,1981-07-13,1981-07-13,2
"Rhytidiadelphus triquetrus (Hedw.) Warnst., 1906",6120,ES,Plantae,Bryophytes,Mousses,Equisetopsida,Hypnales,Hylocomiaceae,1970-01-01,2020-09-02,23
