"nom_complet","cd_ref","id_rang","regne","group1_inpn","group2_inpn","classe","ordre","famille","premiere_obs_commune","derniere_obs_commune","nbre_observations_commune","premiere_obs_pnm","derniere_obs_pnm","nbre_observations_pnm"
"Anthophagus spectabilis Heer, 1839",10148,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,,,,1990-07-23,1990-07-23,1
"Eusphalerum pallens (Heer, 1841)",10198,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,,,,1978-08-27,2008-07-13,7
"Eusphalerum sorbi (Gyllenhal, 1810)",243816,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,,,,1978-07-09,2021-07-02,5
"Lordithon lunulatus (Linnaeus, 1760)",243930,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,,,,1961-06-23,2021-07-02,89
"Ocypus olens (O.F. Müller, 1764)",9873,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,,,,1994-08-01,2018-06-18,7
"Ocypus ophthalmicus (Scopoli, 1763)",9876,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,1960-07-18,1965-07-09,2,1960-06-08,2021-07-03,26
"Ocypus pedemontanus (J. Müller, 1924)",243175,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,,,,2018-05-12,2018-05-12,1
"Othius subuliformis Stephens, 1833",242957,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,,,,1997-10-15,2008-06-27,5
"Philonthus nimbicola Fauvel, 1874",9936,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,,,,1900-01-01,1996-10-28,9
"Quedius dubius (Heer, 1839)",9845,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,,,,1965-07-15,2002-07-23,2
"Quedius xanthopus Erichson, 1839",9846,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,,,,1878-01-01,2014-08-22,18
"Scaphidium quadrimaculatum Olivier, 1790",10433,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,,,,2004-05-01,2019-07-06,2
"Sepedophilus testaceus (Fabricius, 1792)",243903,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,,,,2013-07-12,2014-06-18,4
"Asida sabulosa (Fuessly, 1775)",11965,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Tenebrionidae,1960-07-18,1964-09-11,2,1960-07-11,2021-07-03,13
"Bioplanes meridionalis Mulsant, 1854",11989,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Tenebrionidae,,,,2010-09-14,2019-07-05,7
"Crypticus quisquilius (Linnaeus, 1760)",244680,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Tenebrionidae,1960-07-18,1962-07-20,2,1960-07-18,1962-07-20,2
"Cteniopus sulphureus (Linnaeus, 1758)",340048,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Tenebrionidae,,,,1959-07-01,2020-07-07,39
"Dendarus coarcticollis (Mulsant, 1854)",794784,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Tenebrionidae,1960-07-18,2012-07-10,4,1940-03-05,2021-07-04,80
"Diaperis boleti (Linnaeus, 1758)",12008,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Tenebrionidae,,,,2014-07-16,2019-07-06,5
"Helops caeruleus (Linnaeus, 1758)",795241,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Tenebrionidae,1950-08-12,1950-08-12,1,1940-04-25,2018-05-12,10
"Hymenalia rufipes (Fabricius, 1792)",12042,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Tenebrionidae,,,,1994-08-03,2019-07-06,43
"Isomira hypocrita Mulsant, 1856",340003,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Tenebrionidae,2003-06-16,2009-07-24,7,2003-06-16,2021-07-03,48
"Isomira icteropa (Küster, 1852)",340004,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Tenebrionidae,,,,2002-07-11,2018-05-13,14
"Isomira murina (Linnaeus, 1758)",12049,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Tenebrionidae,,,,1994-07-18,2021-07-02,14
"Lagria hirta (Linnaeus, 1758)",12187,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Tenebrionidae,,,,1994-07-28,2019-07-06,43
"Lagria rugosula Rosenhauer, 1856",716343,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Tenebrionidae,,,,2014-08-03,2019-07-07,3
"Menephilus cylindricus (Herbst, 1784)",244665,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Tenebrionidae,,,,2008-07-05,2019-07-05,7
"Mycetochara thoracica (Gredler, 1854)",339985,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Tenebrionidae,2003-06-16,2003-07-08,3,2001-08-03,2019-08-11,66
"Nalassus alpigradus (Fairmaire, 1883)",244630,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Tenebrionidae,,,,1975-07-11,2014-08-01,20
"Omophlus pubescens (Linnaeus, 1767)",698898,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Tenebrionidae,2009-06-24,2009-07-09,1,1952-06-01,2017-05-25,22
"Prionychus ater (Fabricius, 1775)",12040,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Tenebrionidae,,,,1994-08-05,1995-07-25,4
"Stenomax foudrasii (Mulsant, 1854)",8226,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Tenebrionidae,2012-07-10,2012-07-10,1,1947-04-11,2021-07-04,19
"Hallomenus binotatus (Quensel, 1790)",224164,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Tetratomidae,2003-07-01,2004-08-23,6,2001-08-03,2021-07-02,45
"Peltis ferruginea (Linnaeus, 1758)",794639,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Trogossitidae,,,,1948-07-30,2015-07-25,15
"Vesperus strepens (Fabricius, 1792)",12203,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Vesperidae,1968-07-12,1968-07-12,1,1850-01-01,2019-07-05,66
"Coxelus pictus (Sturm, 1807)",11075,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Zopheridae,,,,1878-01-01,2021-07-03,77
"Forficula auricularia Linnaeus, 1758",65991,ES,Animalia,Arthropodes,Insectes,Hexapoda,Dermaptera,Forficulidae,,,,2002-07-01,2021-07-02,26
"Eutolmus rufibarbis (Meigen, 1820)",22544,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Asilidae,,,,,,
"Resseliella betulicola (Kieffer, 1889)",249895,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Cecidomyiidae,,,,,,
"Tricimba humeralis (Loew, 1858)",25826,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Chloropidae,,,,,,
"Borophaga femorata (Meigen, 1830)",217121,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Phoridae,,,,,,
"Chloromyia formosa (Scopoli, 1763)",22170,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Stratiomyidae,,,,2014-05-20,2021-07-02,17
"Lasiopa tsacasi Dušek & Rozkošný, 1970",217342,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Stratiomyidae,,,,2013-08-06,2021-07-02,5
"Oxycera rara (Scopoli, 1763)",22209,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Stratiomyidae,,,,,,
"Cheilosia lenis (Becker, 1894)",24436,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,,,,2013-05-20,2020-06-05,28
"Cheilosia mutabilis (Fallén, 1817)",24441,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2011-06-21,2014-07-24,4,1985-07-01,2021-07-03,167
"Chrysotoxum arcuatum (Linnaeus, 1758)",645015,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2010-07-18,1,2010-07-12,2021-07-03,78
"Chrysotoxum vernale Loew, 1841",23182,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2009-07-24,2010-07-18,2,2000-06-15,2021-07-03,71
"Episyrphus balteatus (De Geer, 1776)",23196,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-15,2016-09-09,9,2009-07-23,2021-07-03,440
"Eristalis arbustorum (Linnaeus, 1758)",23705,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-16,2011-07-14,3,2001-07-15,2021-07-02,90
"Eristalis tenax (Linnaeus, 1758)",23915,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2011-07-14,3,2010-07-09,2021-07-03,267
"Eumerus grandis Meigen, 1822",217468,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,,,,2011-06-21,2020-07-02,15
"Eumerus tarsalis Loew, 1848",24546,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-16,2010-07-16,3,2010-07-05,2021-07-02,42
"Eupeodes corollae (Fabricius, 1794)",217483,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2009-07-24,2011-07-14,6,2009-07-24,2021-07-03,187
"Eupeodes luniger (Meigen, 1822)",217488,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2009-08-13,2010-07-18,6,2009-08-13,2020-07-04,178
"Eupeodes nitens (Zetterstedt, 1843)",217490,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,,,,2010-07-05,2020-07-03,16
"Eupeodes tirolensis (Dušek & Láska, 1973)",217492,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2010-07-18,2,2010-07-18,2020-07-04,7
"Lapposyrphus lapponicus (Zetterstedt, 1838)",643985,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2011-07-14,2011-07-14,1,2010-07-10,2020-07-04,96
"Megasyrphus erraticus (Linnaeus, 1758)",643987,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2010-07-18,1,2010-07-11,2021-07-04,44
"Melanostoma mellinum (Linnaeus, 1758)",23214,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-15,2014-07-24,4,2009-06-24,2021-07-02,170
"Meliscaeva cinctella (Zetterstedt, 1843)",217517,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-16,2010-07-16,1,2009-08-19,2021-07-02,57
"Merodon aeneus Meigen, 1822",23931,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,,,,2013-06-02,2021-07-03,63
"Merodon atratus (Oldenberg, 1919)",842696,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,,,,,,
"Merodon cinereus (Fabricius, 1794)",217525,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2010-07-18,1,2010-07-17,2020-07-04,35
"Merodon moenium Wiedemann in Meigen, 1822",645013,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,,,,2011-06-21,2021-07-03,62
"Neoascia annexa (Müller, 1776)",217553,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,,,,2010-07-05,2021-07-02,18
"Neoascia tenur (Harris, 1780)",217554,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,,,,2011-07-16,2020-07-01,12
"Orthonevra onytes (Séguy, 1961)",217555,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2010-07-18,1,2010-07-12,2020-07-02,25
"Paragus punctulatus Zetterstedt, 1838",217563,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2010-07-18,1,2010-07-18,2021-07-02,6
"Paragus tibialis (Fallén, 1817)",24373,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-13,2014-07-24,7,2010-07-07,2021-07-03,90
"Parasyrphus vittiger (Zetterstedt, 1843)",23228,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2009-06-10,2010-07-18,4,2009-06-10,2021-07-03,63
"Pipizella nigriana (Séguy, 1961)",217577,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-13,2010-07-18,8,2010-07-12,2021-07-03,48
"Platycheirus angustipes Goeldlin, 1974",217581,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-18,2010-07-18,3,2010-07-05,2021-07-03,107
"Platycheirus manicatus (Meigen, 1822)",23238,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,,,,2010-07-12,2021-07-03,73
"Platycheirus occultus Goeldlin, Maibach & Speight, 1990",217591,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2011-07-14,2011-07-14,2,2011-06-20,2020-07-02,16
"Platycheirus podagratus (Zetterstedt, 1838)",217593,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,,,,2010-07-12,2021-07-03,45
"Platycheirus scutatus (Meigen, 1822)",24306,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,,,,2009-06-11,2020-07-03,48
"Scaeva pyrastri (Linnaeus, 1758)",23154,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2009-08-27,2011-07-14,9,2009-08-07,2021-07-03,126
"Scaeva selenitica (Meigen, 1822)",23156,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2009-07-24,2011-07-14,4,2009-07-24,2021-07-02,79
"Sphaerophoria laurae Goeldlin, 1989",217614,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,,,,2009-08-07,2015-07-02,2
"Sphaerophoria rueppelli (Wiedemann, 1830)",24320,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,,,,2012-09-10,2020-06-01,5
"Sphaerophoria scripta (Linnaeus, 1758)",24321,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2009-07-09,2016-09-09,16,2009-06-08,2021-07-03,471
"Syritta pipiens (Linnaeus, 1758)",24577,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2011-07-15,2014-07-24,3,1987-07-01,2020-06-29,135
"Syrphus torvus Osten-Sacken, 1875",23164,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2010-07-13,2014-07-24,7,2010-07-12,2021-07-03,135
"Syrphus vitripennis Meigen, 1822",23165,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,2009-06-24,2010-07-16,7,2001-07-15,2020-07-04,148
"Volucella bombylans (Linnaeus, 1758)",24588,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,,,,2009-08-13,2021-07-03,62
"Xylota ignava (Panzer, 1798)",24606,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,,,,2011-07-16,2019-04-20,3
"Xylota segnis (Linnaeus, 1758)",23666,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Syrphidae,,,,2001-07-15,2020-07-02,42
"Cylindromyia brassicaria (Fabricius, 1775)",226658,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tachinidae,,,,2008-08-26,2008-08-26,1
"Gymnosoma rotundatum (Linnaeus, 1758)",226713,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tachinidae,,,,,,
"Nephrotoma quadrifaria (Meigen, 1804)",19049,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tipulidae,,,,,,
"Tipula maxima Poda, 1761",227297,ES,Animalia,Arthropodes,Insectes,Hexapoda,Diptera,Tipulidae,2009-06-23,2009-07-01,3,2009-06-23,2021-07-02,16
"Alainites muticus (Linnaeus, 1758)",28930,ES,Animalia,Arthropodes,Insectes,Hexapoda,Ephemeroptera,Baetidae,,,,2008-08-02,2021-07-02,54
"Baetis alpinus (Pictet, 1843)",28935,ES,Animalia,Arthropodes,Insectes,Hexapoda,Ephemeroptera,Baetidae,2002-07-10,2012-08-11,3,2002-05-15,2021-07-03,230
"Baetis melanonyx (Pictet, 1843)",28945,ES,Animalia,Arthropodes,Insectes,Hexapoda,Ephemeroptera,Baetidae,,,,2008-08-04,2019-08-21,35
"Baetis rhodani (Pictet, 1843)",28950,ES,Animalia,Arthropodes,Insectes,Hexapoda,Ephemeroptera,Baetidae,2012-08-11,2012-08-11,1,2002-05-28,2021-07-03,90
"Cloeon simile Eaton, 1870",28980,ES,Animalia,Arthropodes,Insectes,Hexapoda,Ephemeroptera,Baetidae,,,,2009-07-16,2015-07-28,2
"Ecdyonurus helveticus (Eaton, 1887)",28988,ES,Animalia,Arthropodes,Insectes,Hexapoda,Ephemeroptera,Heptageniidae,2002-07-09,2002-07-09,1,2002-05-28,2021-07-02,101
"Epeorus alpicola (Eaton, 1871)",29006,ES,Animalia,Arthropodes,Insectes,Hexapoda,Ephemeroptera,Heptageniidae,2002-07-09,2012-08-11,4,2002-05-28,2021-07-03,84
"Epeorus assimilis Eaton, 1885",29007,ES,Animalia,Arthropodes,Insectes,Hexapoda,Ephemeroptera,Heptageniidae,,,,2003-06-03,2021-07-03,27
"Habroleptoides umbratilis (Eaton, 1884)",307578,ES,Animalia,Arthropodes,Insectes,Hexapoda,Ephemeroptera,Leptophlebiidae,,,,2009-07-17,2015-09-22,18
"Cyphostethus tristriatus (Fabricius, 1787)",238387,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Acanthosomatidae,,,,2009-09-07,2020-08-25,26
"Alydus calcaratus (Linnaeus, 1758)",238316,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Alydidae,,,,2003-07-14,2020-08-25,33
"Camptopus lateralis (Germar, 1817)",238318,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Alydidae,,,,2003-07-18,2021-07-14,77
"Anthocoris nemoralis (Fabricius, 1794)",237965,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Anthocoridae,,,,2009-09-22,2020-07-22,19
"Aphrophora alni (Fallén, 1805)",51929,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Aphrophoridae,,,,2011-07-20,2021-07-03,26
"Aphrophora corticea (Germar, 1821)",241073,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Aphrophoridae,,,,2017-06-30,2021-07-14,20
"Aradus obtectus Vásárhelyi, 1988",238052,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Aradidae,,,,2009-08-09,2020-07-05,2
"Berytinus clavipes (Fabricius, 1775)",238276,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Berytidae,,,,2010-08-28,2021-07-03,9
"Neides tipularius (Linnaeus, 1758)",238274,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Berytidae,,,,2011-07-21,2020-07-27,3
"Cercopis intermedia Kirschbaum, 1868",241087,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Cercopidae,2015-06-06,2015-06-06,2,2014-07-23,2021-07-14,19
"Evacanthus acuminatus (Fabricius, 1794)",51949,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Cicadellidae,,,,2020-07-05,2020-07-07,2
"Ledra aurita (Linnaeus, 1758)",51331,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Cicadellidae,,,,2010-07-01,2020-07-11,5
"Planaphrodes bifasciatus (Linnaeus, 1758)",235943,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Cicadellidae,,,,2017-06-30,2020-07-06,3
"Cicada orni Linnaeus, 1758",51913,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Cicadidae,,,,2012-12-31,2020-07-28,47
"Cicadetta petryi Schumacher, 1924",241097,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Cicadidae,,,,2010-06-22,2022-06-16,56
"Lyristes plebejus (Scopoli, 1763)",51569,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Cicadidae,,,,2013-07-31,2020-07-27,33
"Tettigettalna argentata (Olivier, 1790)",701438,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Cicadidae,,,,2009-07-16,2020-07-25,9
"Tibicina haematodes (Scopoli, 1763)",51916,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Cicadidae,,,,2000-08-02,2018-07-31,7
"Coreus marginatus (Linnaeus, 1758)",51658,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Coreidae,,,,2008-05-23,2021-07-03,53
"Coriomeris affinis (Herrich-Schäffer, 1839)",238338,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Coreidae,,,,2004-06-03,2019-07-07,8
"Coriomeris denticulatus (Scopoli, 1763)",238340,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Coreidae,,,,2003-07-14,2020-07-27,26
"Gonocerus acuteangulatus (Goeze, 1778)",238329,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Coreidae,,,,2009-09-09,2020-08-12,25
"Syromastus rhombeus (Linnaeus, 1767)",238320,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Coreidae,,,,2006-05-03,2020-08-15,35
"Ulmicola spinipes (Fallén, 1807)",238334,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Coreidae,,,,1960-07-15,1960-07-15,1
"Canthophorus impressus (Horváth, 1881)",238363,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Cydnidae,,,,2017-06-30,2017-07-02,3
"Hyledelphax elegantulus (Boheman, 1847)",227933,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Delphacidae,,,,,,
"Bursinia genei (Dufour, 1849)",241111,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Dictyopharidae,,,,,,
"Gerris costae (Herrich-Schäffer, 1850)",51748,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Gerridae,,,,2009-09-07,2020-06-14,7
"Hydrometra stagnorum (Linnaeus, 1758)",51758,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Hydrometridae,,,,2010-07-25,2019-07-05,5
"Aellopus atratus (Goeze, 1778)",238177,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Lygaeidae,,,,2004-08-17,2020-08-21,10
"Cymus melanocephalus Fieber, 1861",238229,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Lygaeidae,,,,2017-06-30,2019-07-05,5
"Gastrodes abietum Bergroth, 1914",238089,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Lygaeidae,,,,2011-07-20,2021-07-03,3
"Gastrodes grossipes (De Geer, 1773)",238090,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Lygaeidae,,,,2008-09-10,2021-07-14,18
"Heterogaster cathariae (Geoffroy, 1785)",238210,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Lygaeidae,,,,1960-07-15,2020-07-12,6
"Kleidocerys ericae (Horváth, 1908)",238231,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Lygaeidae,,,,2009-06-24,2020-07-27,22
"Lygaeus equestris (Linnaeus, 1758)",51687,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Lygaeidae,,,,2003-07-25,2021-07-03,76
"Macroplax fasciata fasciata (Herrich-Schäffer, 1835)",252323,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Lygaeidae,,,,,,
"Macroplax fasciata (Herrich-Schäffer, 1835)",51532,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Lygaeidae,,,,2010-07-16,2021-07-03,6
"Macroplax preyssleri (Fieber, 1837)",238201,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Lygaeidae,,,,2014-07-23,2021-07-02,4
"Microplax interrupta (Fieber, 1837)",238195,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Lygaeidae,,,,2009-09-07,2020-07-25,3
"Nithecus jacobaeae (Schilling, 1829)",238241,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Lygaeidae,,,,2003-07-14,2021-07-02,58
"Peritrechus geniculatus (Hahn, 1832)",238168,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Lygaeidae,,,,2020-06-24,2021-07-02,3
"Rhyparochromus pini (Linnaeus, 1758)",51720,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Lygaeidae,,,,1990-08-18,2021-07-01,31
"Spilostethus pandurus (Scopoli, 1763)",238248,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Lygaeidae,2015-06-06,2015-06-06,2,2009-06-25,2020-08-13,19
"Centrotus cornutus (Linnaeus, 1758)",241110,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Membracidae,,,,1975-06-06,2021-07-13,36
"Acetropis carinata (Herrich-Schäffer, 1841)",237865,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Miridae,,,,,,
"Adelphocoris lineolatus (Goeze, 1778)",51813,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Miridae,,,,2009-06-09,2021-07-03,73
"Adelphocoris seticornis (Fabricius, 1775)",51814,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Miridae,,,,1991-07-27,2021-07-13,20
"Alloeotomus germanicus Wagner, 1939",237879,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Miridae,,,,,,
"Calocoris affinis (Herrich-Schäffer, 1835)",237827,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Miridae,,,,1950-01-01,2020-08-25,18
"Calocoris alpestris (Meyer-Dür, 1843)",237828,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Miridae,,,,1964-07-15,2021-07-14,26
"Capsodes flavomarginatus (Donovan, 1798)",237822,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Miridae,,,,1990-06-26,2021-07-14,34
"Cremnocephalus alpestris Wagner, 1941",237464,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Miridae,,,,1986-12-31,2020-08-25,18
"Cremnocephalus matocqi Magnien, 2000",237465,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Miridae,,,,1960-07-01,2020-07-12,11
"Deraeocoris lutescens (Schilling, 1837)",51784,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Miridae,,,,2009-09-07,2020-07-26,11
"Deraeocoris ribauti Wagner, 1943",237876,ES,Animalia,Arthropodes,Insectes,Hexapoda,Hemiptera,Miridae,1950-01-01,1986-12-31,1,1950-01-01,2020-07-23,4
